Date,open,high,low,close
2024-10-18 12:00:00,2706.36,2713.21,2706.23,2711.43
2024-10-18 13:00:00,2711.44,2713.2,2707.93,2712.55
2024-10-18 14:00:00,2712.63,2713.14,2707.97,2709.76
2024-10-18 15:00:00,2709.8,2716.97,2709.17,2709.5
2024-10-18 16:00:00,2709.24,2715.73,2704.99,2713.62
2024-10-18 17:00:00,2713.53,2720.11,2712.15,2717.41
2024-10-18 18:00:00,2717.41,2719.17,2713.62,2714.83
2024-10-18 19:00:00,2714.83,2718.92,2714.74,2717.6
2024-10-18 20:00:00,2717.61,2720.03,2713.63,2715.91
2024-10-18 21:00:00,2716.0,2721.31,2715.6,2720.25
2024-10-18 22:00:00,2720.25,2720.48,2718.07,2719.7
2024-10-18 23:00:00,2719.72,2722.6,2719.16,2721.91
2024-10-21 01:00:00,2720.16,2723.81,2719.29,2723.58
2024-10-21 02:00:00,2723.54,2725.02,2722.43,2723.49
2024-10-21 03:00:00,2723.8,2725.84,2721.42,2721.61
2024-10-21 04:00:00,2721.62,2729.24,2721.05,2726.43
2024-10-21 05:00:00,2726.44,2731.42,2724.71,2730.77
2024-10-21 06:00:00,2730.71,2732.82,2729.4,2731.52
2024-10-21 07:00:00,2731.53,2731.98,2729.58,2730.35
2024-10-21 08:00:00,2730.37,2730.37,2724.41,2724.81
2024-10-21 09:00:00,2724.78,2730.63,2723.53,2730.31
2024-10-21 10:00:00,2730.2,2732.5,2725.32,2730.36
2024-10-21 11:00:00,2730.32,2733.13,2729.42,2731.39
2024-10-21 12:00:00,2731.52,2736.91,2730.94,2734.5
2024-10-21 13:00:00,2734.56,2734.91,2727.75,2733.38
2024-10-21 14:00:00,2733.47,2738.1,2733.07,2734.39
2024-10-21 15:00:00,2734.41,2739.82,2732.74,2738.53
2024-10-21 16:00:00,2738.7,2740.56,2733.74,2739.08
2024-10-21 17:00:00,2739.16,2739.45,2722.28,2725.17
2024-10-21 18:00:00,2725.28,2727.12,2716.9,2720.3
2024-10-21 19:00:00,2719.98,2724.04,2718.11,2723.45
2024-10-21 20:00:00,2723.51,2725.62,2721.66,2722.86
2024-10-21 21:00:00,2722.9,2723.26,2715.31,2716.32
2024-10-21 22:00:00,2716.3,2720.94,2714.27,2719.92
2024-10-21 23:00:00,2719.92,2720.95,2718.75,2719.5
2024-10-22 01:00:00,2719.49,2721.64,2718.93,2720.71
2024-10-22 02:00:00,2720.67,2722.61,2720.38,2721.41
2024-10-22 03:00:00,2721.45,2725.21,2720.64,2724.82
2024-10-22 04:00:00,2724.82,2730.3,2723.87,2728.11
2024-10-22 05:00:00,2728.0,2730.63,2727.76,2728.83
2024-10-22 06:00:00,2728.75,2733.11,2728.63,2731.03
